"age_of_driver","safty_rating","annual_income","past_num_of_claims","liab_prct","claim_est_payout","age_of_vehicle","vehicle_price","vehicle_weight","fraud"
60,81,40923,0,65,6677.65,6,24867.1,16493.94,1
44,82,37835,2,62,4287.111,10,43268.95,19959.07,0
34,79,35259,2,43,7253.788,4,21540.34,38160.3,0
42,64,37376,1,96,4998.683,5,17788.67,27095.41,1
64,75,41583,0,87,5635.507,5,10860.47,17910.04,0
50,75,39111,0,5,1224.876,7,4994.98,35494.57,0
27,87,32953,2,28,3275.179,4,10447.58,26745.34,1
39,90,36634,3,50,2275.648,4,5550.416,39088.77,1
24,46,31788,0,61,6419.143,5,16151.12,24142.51,1
64,52,41586,2,64,6620.71,7,14701.28,15414.75,0
73,86,42899,0,99,9396.429,1,21147.33,21076.56,0
34,78,35258,0,49,4310.111,10,24807.2,2844.461,1
43,26,37596,0,38,3309.491,2,25107.73,15309.94,0
31,51,34326,0,8,8509.313,6,9476.048,57480.12,1
55,89,40076,2,15,7785.956,3,20124.24,42297.79,0
77,44,43436,1,51,6204.165,6,35213.44,21046.28,0
49,90,38922,0,42,5251.582,6,43080.4,23620.45,0
29,65,33677,0,100,6138.548,4,21573.78,21887.49,0
35,64,35553,0,1,4213.191,8,18970.36,16668.3,0
45,94,38068,2,12,4142.95,3,30608.34,16651.95,0
45,70,38043,0,11,5514.142,4,18579.65,19033.03,1
32,34,34670,0,42,2713.87,7,19549.4,25662.82,1
48,50,38692,0,85,3128.6,4,6060.09,28795.36,0
32,61,34663,0,7,9249.349,10,18469.87,14682.61,1
51,80,39302,0,49,7350.003,7,12472.54,17002.92,0
22,58,30920,1,68,5944.442,6,30394.37,22499.58,0
39,72,36627,0,25,5070.942,4,6496.905,31080.03,0
48,38,38715,0,99,6320.361,7,18884.71,51190.13,0
37,82,36124,1,19,4552.362,9,8422.861,7530.863,0
26,59,32584,2,55,2622.047,3,7082.52,26125.39,0
42,87,37367,0,38,5739.113,9,43952.54,24905.83,1
48,97,38724,0,64,5603.388,4,9520.306,26172.22,0
25,80,32199,2,7,5171.407,5,19547.02,21242.5,0
56,86,40249,3,16,3371.952,6,19920.13,24046.79,1
47,75,38479,0,90,5913.051,4,36688.93,36298.78,0
44,60,37831,0,53,4484.656,6,12724.62,37993.74,0
47,68,38522,0,15,8593.506,3,29480.6,34330.4,1
56,84,40263,0,75,1586.62,7,33998.98,11517.12,0
40,71,36885,0,76,3270.883,7,20060.88,16631.38,1
37,61,36122,1,63,8368.729,3,17057.25,12281.38,1
30,80,34008,0,74,4202.95,5,39716.13,28966.85,0
40,83,36891,0,48,4762.809,1,23098.25,22011.41,0
39,74,36624,3,50,6218.628,7,28605.39,31435.42,0
36,96,35837,0,14,6075.092,4,36837.96,11542.7,0
70,71,42467,0,19,3313.383,3,20553.1,29480.97,0
50,75,39128,0,65,3808.215,6,19724.06,15161.55,0
38,86,36367,0,71,5576.281,6,24676.35,37969.48,0
18,89,28896,0,50,7110.297,5,27258.42,22208.91,0
34,73,35266,2,22,7421.147,4,33080.88,20521.54,0
44,62,37845,0,34,5784.171,5,36511.93,14615.45,1
29,68,33672,0,50,3992.782,4,23450.61,11222.26,0
69,52,42346,2,54,3008.137,6,10744.58,23718.22,1
40,88,36886,0,72,11783.17,2,16201.83,50857.14,1
50,94,39125,0,49,4089.879,5,50712.37,44737.78,0
43,86,37632,0,50,4324.486,6,27724.92,15010.53,0
44,82,37838,0,99,4768.522,3,14919.68,14639.72,0
38,77,36386,0,9,2445.898,7,33677.54,27976.1,0
31,87,34332,0,47,4480.436,4,15439.75,29117.78,0
30,69,34004,0,8,4761.074,2,21116.72,12404.22,0
40,81,36883,0,3,6720.295,5,15309.27,15510.88,0
58,64,40582,0,58,2037.424,4,28318.27,16858.53,0
62,71,41273,0,71,8770.656,8,6146.307,34012.8,0
27,62,32970,2,50,6194.383,5,24608.32,14883.02,0
35,81,35544,0,67,2515.794,3,26852.37,33888.3,0
26,72,32577,0,50,8739.956,8,20659.94,10943.67,0
53,98,39713,0,66,1851.284,10,30585.29,10451.6,1
27,82,32951,0,89,6861.045,5,11367.78,28840.89,0
48,79,38717,0,80,4398.6,4,21298.77,19912.94,0
53,75,39698,0,8,1799.528,7,10930.53,27758.97,0
47,88,38508,0,100,1641.648,3,19475.56,11793.4,0
42,91,37370,0,60,8873.519,5,20633.7,30892.44,0
47,71,38497,1,37,4181.445,4,28708.32,18288.19,0
33,75,34973,3,69,8600.719,6,14893.39,14847.68,0
35,66,35545,1,58,3514.402,5,12174.62,15056.04,0
46,72,38290,0,8,5111.748,3,34005.28,26918.74,0
50,74,39123,0,93,4879.419,6,18816.23,20865.02,0
36,93,35838,4,82,5265.84,7,24212.2,13089.78,0
27,71,32959,0,85,4841.144,4,18296.13,31780.9,1
48,98,38715,0,41,5728.402,6,19854.52,5417.021,0
44,63,37850,0,51,2449.781,8,15531.61,22672.5,0
58,82,40595,0,37,6790.234,6,15735.67,8688.499,0
37,64,36116,0,3,3879.209,3,23462.68,17896.51,0
41,71,37119,0,84,1694.169,5,23750.91,26929.84,1
52,58,39510,2,90,5991.461,6,25882.07,39415.51,0
51,61,39311,0,95,3124.785,7,20842.69,13652.14,0
32,76,34661,1,87,5106.353,2,37046,23231.02,0
55,75,40092,0,50,5138.168,6,32957.58,11576.7,0
40,51,36883,0,32,5389.525,3,15805.25,22755.62,0
45,57,38082,3,31,9823.271,4,29258.53,28897.49,0
24,92,31787,0,99,3943.761,2,17465.36,19969.97,0
53,85,39712,0,38,3237.671,2,36213.59,17341.56,0
70,45,42481,1,0,5735.314,4,20002.18,13475.89,0
43,77,37615,0,4,3185.662,4,14160.83,21499.68,0
37,18,36114,1,24,3922.613,8,68265.01,22742.12,1
23,82,31359,2,3,3949.538,10,10617.89,16245.53,0
56,82,40269,0,83,2560.671,3,11826.88,32979,0
44,64,37835,0,0,7216.369,6,11088.64,12775.03,0
42,77,37372,0,15,6255.089,10,14565.69,16808.63,0
33,33,34967,0,52,5376.725,6,22192.28,8413.81,0
25,63,32194,1,42,4375.854,4,39515.6,34254.05,0
22,99,30905,1,81,6412.395,8,20014.13,23734.06,0
58,56,40591,1,92,4153.57,4,15358.11,9002.003,0
44,77,37848,0,27,4647.533,5,17930.78,15891.04,0
48,84,38710,0,0,4188.337,10,40609.58,29861.47,0
56,72,40263,3,92,1886.659,4,11358.03,44377.66,0
36,72,35835,0,30,4916.018,5,22998.73,16511.59,0
34,92,35262,0,1,6278.241,7,22474.62,10096.99,0
34,58,35265,0,50,4198.222,4,6927.303,17945.16,0
37,91,36109,0,4,4368.276,3,3166.599,17394.6,0
42,48,37379,0,83,4871.703,6,24538.58,20092.29,0
28,78,33320,0,24,6882.351,7,39337.31,27352.86,0
38,66,36369,0,89,1572.322,7,16181.67,17904.58,1
39,82,36631,0,77,6201.752,3,35636.71,13157.54,0
54,86,39892,0,10,4379.197,4,23567.59,28469.81,0
43,99,37610,0,75,3534.503,9,56672.95,18995.21,0
60,47,40955,1,98,6043.988,6,37243.13,10038.63,1
38,70,36385,2,58,5806.216,3,16294.76,17109.76,0
39,55,36619,0,99,5581.469,9,28152.38,31099.6,1
52,66,39499,0,1,6442.203,6,36671.55,32407.14,0
35,67,35563,1,56,4904.133,6,10423.28,24890.72,0
35,88,35549,1,97,3217.749,3,11008.43,7985.264,1
28,81,33303,0,94,6536.4,3,33305.67,25270,0
47,76,38515,0,25,3948.452,7,23547.93,18425.37,0
57,71,40411,0,19,4165.218,6,20804.34,9853.326,0
39,92,36628,0,17,8254.413,4,54331.32,11444.73,0
49,47,38920,1,76,2770.664,6,19420.3,23706.51,0
35,73,35557,1,100,6402.509,4,41216.06,14027.47,0
55,84,40082,0,100,3607.625,6,26096.62,20264.95,0
75,55,43189,1,70,3130.387,4,27374.86,16910.71,1
36,71,35825,0,86,5796.044,8,31237.57,10851.07,1
37,85,36115,0,51,4289.035,1,18854.5,6447.953,0
52,91,39510,2,99,4805.895,8,35610.94,23444.83,1
40,89,36900,0,55,5269.728,6,44239.34,23439.48,0
58,82,40598,3,99,6458.178,7,13539.1,16508.02,0
34,81,35281,0,15,3608.112,9,42280.16,23759.77,0
33,82,34976,0,7,3712.371,6,13906.96,10245.2,0
43,64,37598,0,96,6303.433,3,19097.04,26219.34,0
41,76,37144,0,100,4217.044,5,20903.22,17976.63,0
48,86,38713,0,9,4846.742,2,11278.9,28496.37,0
36,87,35831,0,100,3485.422,3,9423.173,19781.32,0
36,55,35845,1,90,3328.452,12,6302.482,14899.79,0
55,93,40079,0,24,4655.72,7,20695,29685.04,0
49,85,38923,0,18,6547.394,9,19190.62,31395.42,0
29,74,33669,1,10,4415.251,5,26569.59,13743.23,0
42,72,37373,0,50,4768.968,3,26954.12,28912.75,1
66,72,41902,0,19,12505.12,6,16965.48,24417.44,0
56,34,40259,0,73,10145.06,8,32005.6,19097.64,0
48,90,38715,1,2,8118.738,12,29773.6,11804.33,0
52,79,39530,0,41,5866.288,8,17753.78,36326.1,0
38,69,36381,0,2,4329.549,12,24131.65,14165.76,0
43,50,37590,0,75,3913.672,8,18375.91,20758.55,0
52,91,39523,1,8,5833.922,3,15118.99,6338.407,0
44,80,37844,1,87,5570.227,3,30334.9,35468.24,1
56,87,40233,2,11,4527.693,4,22795.3,51649.65,0
35,68,35549,2,24,6477.934,5,31635.55,25540.98,0
24,55,31773,3,0,4223.047,4,22283.81,39271.68,0
35,41,35569,0,95,8086.748,5,36132.49,41374.42,0
47,50,38498,0,75,3467.558,7,17548.05,21812.11,1
34,79,35253,0,76,5551.718,5,15017.32,31017.66,0
65,37,41754,3,39,3957.19,5,18842.16,10275.39,0
22,84,30902,1,97,4733.707,3,50770.06,50625.54,0
54,74,39892,0,34,2774.167,7,19859.69,20755.24,0
43,66,37615,0,50,3371.119,2,30584.58,19458.9,0
37,62,36114,0,0,12737.77,7,35291.66,5787.45,1
22,21,30909,1,99,3849.27,8,19584.42,15764.47,1
61,95,41104,0,50,1978.461,6,14835.31,30053.51,0
41,70,37156,1,99,2835.053,4,56981.73,25327.66,0
54,43,39901,0,50,2727.347,1,28892.08,24505.9,0
60,67,40942,0,100,4511.817,2,12593.66,16827.5,0
52,62,39508,0,96,2532.459,7,22799.44,43255.25,0
50,91,39116,0,69,11029.33,2,29365.88,18178.27,0
50,92,39108,2,13,5200.593,2,21475.24,6291.093,1
51,84,39309,1,97,3743.33,4,49648.74,24132.06,0
43,76,37610,0,50,6576.774,8,16163.76,15321.61,0
48,91,38716,0,35,5761.565,5,29328.56,37819.75,0
48,62,38704,0,4,9849.95,4,21436.95,14326.61,0
38,47,36377,0,99,4801.49,6,21245,13473.51,1
25,73,32188,0,24,3244.025,5,65263.34,14664.8,0
50,41,39103,0,10,4424.578,3,21721.07,20972.17,0
52,74,39525,0,62,4107.248,6,7407.406,21312.53,0
68,45,42194,0,35,7839.432,9,14717.44,12726.33,0
25,82,32185,0,50,4164.443,5,31572.9,19611.24,0
48,73,38707,4,51,2606.86,3,37697.82,20043.56,0
55,57,40083,0,86,4035.546,6,58589.7,10972.05,0
31,71,34333,0,99,4081.809,4,11459.22,35334.18,0
75,84,43177,0,90,8018.133,4,18399.33,12352.84,0
50,88,39137,3,50,3162.133,7,11446.08,23948.66,0
31,82,34344,0,84,3198.13,7,10131.77,37339.89,0
55,92,40081,2,20,4909.606,6,18764.94,18237.95,0
47,74,38509,1,88,3038.054,2,38030.59,11206.49,0
60,91,40942,0,1,6005.014,3,34890.17,24612.31,0
44,64,37851,0,14,2810.834,4,50894.97,21238.47,0
49,90,38911,1,58,6799.399,2,19254.63,35451.45,0
39,70,36636,0,35,6135.695,4,33497.97,58622.44,0
33,93,34968,0,41,3069.988,5,20421.8,31690.39,0
29,61,33660,1,64,7190.913,4,15873.28,25212.34,0
24,57,31758,0,98,1419.802,7,27645.06,10784.23,0
49,80,38911,0,0,6066.132,4,14687.1,13618.97,1
54,73,39892,0,62,7387.04,6,34573.11,23807.98,0
44,44,37851,0,39,5532.051,3,34037.1,11340.38,0
31,61,34326,3,100,1514.86,6,14028.37,44280.03,1
61,65,41095,0,87,4284.304,5,55747.23,28940.51,0
42,65,37366,0,1,2919.012,2,14687.89,34948.87,0
30,73,33999,2,22,3875.198,7,13935.63,12687.41,0
50,92,39124,0,90,4360.025,1,11659.98,20652.24,0
38,82,36374,0,50,7901.911,3,7995.299,7339.581,0
70,64,42489,1,98,5138.326,4,8649.146,15131.13,0
33,80,34979,0,19,3782.458,8,31773.21,22725.25,0
30,83,34005,0,0,4207.284,8,30444.02,12524.71,0
21,66,30458,0,11,3697.324,5,10275.1,23371.75,0
48,78,38753,0,100,5177.183,4,7013.998,9171.452,0
46,88,38267,0,94,2636.471,3,29829.71,21397.35,1
43,88,37614,1,86,9176.936,6,39239.8,25123.26,0
38,82,36370,0,1,4790.608,4,6334.176,16084.27,0
67,83,42061,2,86,5421.56,11,25220.43,24150.73,0
51,61,39318,0,28,2322.832,4,22824.02,42312.32,0
58,75,40610,2,100,4323.922,4,9215.375,25789.8,0
38,82,36377,2,97,2853.567,3,22406.08,33087.11,0
49,86,38924,0,46,1481.975,9,12365.59,14323.84,1
25,78,32191,0,0,4220.307,2,18742.02,17648.06,0
47,88,38500,0,18,4733.618,6,22089.78,22182.23,0
59,88,40760,0,36,5084.609,3,52008.47,8763.828,0
41,62,37141,0,51,1650.336,6,41167.67,30746.24,1
51,93,39326,0,47,3178.73,4,19202.25,19774.23,0
48,82,38723,0,8,5713.886,9,27309.76,19095.25,0
50,81,39102,0,85,8164.389,1,42868.8,34266,0
66,23,41890,0,99,8346.557,3,32680.33,18358.91,0
42,82,37363,0,49,4176.3,4,46793.86,18200.94,0
53,55,39705,1,3,7366.399,6,58196.01,28116.73,0
39,60,36627,3,88,5926.104,8,13929.23,17708.69,0
41,77,37130,0,50,4104.987,8,29723.5,28159.44,0
33,85,34930,3,94,5855.105,5,25732.12,19187.46,0
41,73,37134,1,49,3072.275,6,14425.9,36649.69,0
50,47,39116,1,62,3403.558,4,19781.37,10737.87,0
59,92,40760,1,7,3303.69,3,5490.331,25464.92,0
47,83,38509,0,50,4238.702,2,14318.88,13570.58,0
51,85,39315,1,35,3244.001,5,30487.74,22430.12,1
57,86,40437,0,99,1022.007,4,9058.441,42058.17,1
43,69,37601,1,1,7480.725,6,15982.68,5169.04,0
32,66,34667,3,77,5557.065,7,21262.26,29441.57,0
34,65,35270,1,98,2182.953,4,21578.3,40944.49,0
29,61,33673,0,12,5930.503,6,9839.733,24481.28,0
52,80,39510,0,19,2523.917,4,34966.23,18905.44,0
47,84,38493,0,7,8649.271,4,43314.92,39897.01,0
44,83,37857,3,6,2773.904,4,10428.01,25821.3,0
50,25,39105,0,99,3417.686,3,23990.94,8252.555,0
62,64,41278,1,86,5473.1,7,32988.68,21749.33,0
52,94,39506,0,4,4835.421,2,15682.66,34236.31,0
29,89,33687,3,13,3230.696,4,13934.12,16306.73,0
66,75,41900,0,64,7272.275,5,64540.51,18115.59,0
34,68,35263,0,67,2625.311,6,16667.03,18844.5,1
34,85,35269,0,39,5263.657,3,12261.36,15172.1,0
44,68,37836,1,74,4432.044,6,19251.53,29234.21,1
46,75,38285,0,66,6097.151,3,10075.52,25539.16,0
65,81,41728,0,50,3331.753,5,23633.58,9232.355,0
44,80,37828,1,66,4233.856,8,22966.71,18226.22,0
42,79,37363,0,69,4349.884,2,16781.39,19378.42,0
62,84,41280,3,94,3223.856,8,14356.79,15809.34,0
39,87,36630,0,50,1420.7,6,18078.64,25196.17,0
40,67,36910,0,56,4764.069,2,37541.78,12099.08,0
50,91,39124,0,49,6227.014,5,25077.53,10864,0
24,83,31771,0,12,2625.194,9,11519.4,18396.92,0
43,85,37627,0,98,4612.692,5,20320.07,34929.95,0
52,72,39508,3,1,5943.96,3,19568.79,16709.76,0
27,47,32934,0,28,6025.364,3,65179.79,20481.89,0
49,72,38926,0,50,6086.019,4,28793.78,23067.88,0
41,65,37143,0,45,7922.277,5,14560.36,20420.23,0
52,82,39514,0,73,4943.123,3,40859.3,57980.02,0
33,35,34959,0,51,2531.73,4,19654.05,54399.7,0
48,87,38714,0,64,1844.267,3,22245.45,9544.156,1
46,65,38301,0,0,3062.725,4,24656.3,28000.96,0
53,92,39713,2,1,2028.328,4,22228.81,8523.15,0
28,85,33308,3,50,4634.874,8,8467.201,19055.57,0
54,55,39896,1,38,9067.067,5,43660.83,34613.84,0
37,79,36095,0,62,3794.864,3,28380.26,25269.08,1
41,65,37129,0,24,5111.601,6,24153.25,12050.35,0
45,93,38066,2,7,3102.741,2,43562.52,20237.59,1
45,82,38084,0,77,7810.272,10,28731.86,16262.43,0
41,64,37157,0,46,4304.488,7,14335.61,58110.45,0
65,79,41732,0,100,3134.101,4,14123.98,43464.96,0
24,94,31788,2,50,7593.749,1,33695.41,63539.27,0
40,87,36889,0,94,5116.683,3,20064.71,61764.16,0
62,81,41287,1,62,2165.449,8,26618.8,25798.51,0
44,64,37844,1,100,6759.256,9,7868.102,34020.14,1
55,60,40065,0,1,4704.997,6,44689.75,38096.1,0
48,89,38700,2,63,8934.434,4,18540.29,40696.86,1
19,77,29439,1,50,6109.774,2,13577.66,10207.45,0
40,86,36885,0,50,4323.575,4,30255.76,17460.16,0
55,53,40081,0,36,3231.587,8,20845.95,21861.04,0
40,63,36885,0,2,7466.355,4,34468.08,16285.89,0
31,65,34354,0,0,3499.486,3,23122.71,47346.63,0
67,80,42056,2,99,8405.167,4,17968.07,6298.044,1
50,88,39125,0,17,4778.377,6,14931.75,20266.28,0
55,46,40066,0,7,6341.564,6,25926.38,14203.17,0
50,90,39130,3,7,2814.592,7,32593.21,41640.92,0
66,52,41885,0,93,3840.797,7,5824.16,16642.54,0
45,89,38084,0,100,3214.163,9,56412.36,14057.39,0
54,71,39881,0,100,3374.38,8,12250.32,37087.51,0
38,84,36384,0,23,3855.342,1,9065.616,28340.1,0
42,86,37357,0,94,3475.888,8,41456.99,53986.42,0
47,75,38499,0,85,4231.726,4,34990.53,25286.65,0
39,45,36632,0,86,5240.52,7,32781.87,24194.36,0
51,78,39322,0,34,6406.146,7,24848.45,5951.56,0
49,92,38910,0,76,3390.188,7,6950.517,17954.12,0
33,27,34982,0,68,4018.966,6,9710.397,6299.742,1
30,90,34011,2,84,10133.36,4,17544.13,23613.54,1
52,81,39518,0,15,3404.305,5,18945.19,17607.44,1
56,93,40264,0,60,5210.417,4,13232.33,7297.756,0
37,64,36116,1,42,4029.722,2,28247.47,65652.22,0
44,86,37853,1,33,5066.088,5,21561.97,16344.46,1
40,89,36890,0,100,6781.188,5,21515.74,26548.77,0
58,75,40596,0,92,5247.431,5,8034.149,16039.93,0
60,83,40937,0,50,5563.327,3,43114.66,18940.73,0
31,78,34347,3,49,2768.777,2,26659.05,29961.6,1
42,72,37387,1,53,6143.223,8,10627.5,8987.827,0
28,72,33322,3,77,11207.35,3,24887.22,55136.31,0
40,89,36890,0,0,2051.091,8,7786.34,36579.88,0
44,88,37842,4,83,6796.099,4,26741.36,26847.08,0
53,83,39693,1,100,6489.98,6,17076.14,18844.8,0
47,67,38492,2,50,4000.009,2,40876.4,24759.94,1
23,88,31345,0,81,2211.027,5,59343.71,5956.134,0
44,83,37834,0,0,3712.7,6,24799.91,29775.75,0
65,66,41749,0,1,9353.965,6,6823.381,24931.05,0
62,87,41280,0,90,9250.753,3,26118.9,26401.62,0
46,85,38285,0,72,6837.499,3,10206.68,20665.38,0
30,48,34002,2,67,3468.172,8,17168.93,31150.23,0
42,84,37371,0,50,9760.009,3,38199.57,9040.95,0
47,78,38512,0,93,3570.563,1,10420.55,16684.6,1
37,78,36112,0,75,6350.439,7,30768.35,21462.57,0
43,84,37618,2,68,3539.628,7,56358.14,14394.06,0
38,95,36368,0,98,6384.157,2,51475.25,11481.86,0
51,37,39308,0,88,2345.209,3,35045.19,5227.687,0
44,69,37844,0,64,5228.192,4,29335.39,7962.575,1
70,89,42485,1,9,2523.275,8,51565.1,16924.2,0
20,69,29949,2,50,3297.853,4,18468.7,36287.93,1
41,72,37134,0,40,1925.03,1,20031.06,26255.74,0
34,88,35249,0,100,4807.228,6,9271.15,40068.72,0
57,52,40434,1,90,3190.213,7,31909.69,24383.93,0
40,58,36880,0,87,3295.167,4,9871.036,11116.69,0
37,81,36116,0,3,4369.487,4,27375.23,18081.23,0
57,89,40422,0,47,5180.404,4,23538.26,5926.629,0
45,51,38069,0,91,2268.763,11,10839.62,16713.91,0
37,78,36132,0,100,5756.468,9,35129.96,20631.76,0
30,66,34021,0,9,4153.749,2,23159.79,24631.64,0
40,72,36886,0,44,6025.64,4,30868.74,9237.295,0
46,91,38287,0,4,5597.929,6,23730.32,14297.57,0
33,88,34951,1,26,1917.696,6,38826.56,46429.1,1
24,50,31795,0,95,8296.453,5,34654.7,22552.43,0
52,89,39502,0,93,4790.69,5,10980.88,23738.9,0
40,55,36885,1,96,2101.833,3,5158.796,34102.08,0
32,41,34678,0,58,4686.87,4,21930.04,26226.12,0
46,88,38286,1,97,5731.596,3,9389.412,12533.1,0
50,34,39110,0,58,6360.346,9,13061.61,6710.018,0
41,81,37129,0,100,2109.633,5,22438.04,18590.19,1
41,71,37131,1,92,7955.902,3,16956.05,19351.76,0
49,51,38921,0,99,9485.51,6,18722.94,11806.2,0
51,81,39304,4,70,2794.607,6,27018.17,11738.5,0
48,57,38713,2,99,5204.12,1,15409.2,15294.04,0
45,97,38057,1,70,3148.555,9,17669.68,20648.79,0
48,61,38713,0,80,4353.123,2,35934.66,14858.17,1
56,73,40275,0,87,4547.354,4,15625.46,17595.81,0
31,79,34365,0,83,5477.197,5,9092.872,16569.87,0
50,89,39102,1,49,4877.879,5,64282.03,33659.89,0
55,66,40083,0,93,7407.602,7,16068.38,40647.21,0
29,85,33655,0,60,2551.704,8,19474.3,27019.94,0
29,84,33681,2,1,3497.848,8,9007.791,20956.76,0
41,85,37119,0,7,6977.761,6,18512.57,14560.12,0
65,26,41744,0,73,9115.866,5,13558.88,20729.55,0
28,90,33330,0,19,3342.099,2,18396.6,23964.55,0
44,58,37848,0,50,7700.096,3,24854.63,20827.17,0
32,30,34662,0,97,2292.315,5,25039.83,10936.52,0
34,91,35259,1,50,6009.181,4,4977.91,14212.95,1
43,62,37613,0,59,4103.21,4,32359.54,19899.33,0
35,77,35552,1,29,3867.481,6,8459.527,24027.88,0
33,78,34969,0,50,3182.652,9,15487.16,12788.48,0
45,37,38065,0,65,2950.287,4,22688.33,35799.97,0
55,80,40085,0,79,6451.55,5,23064.23,21666.45,0
53,59,39713,1,10,2725.926,4,24073.52,10624.66,0
72,79,42776,0,51,3376.473,4,6520.395,5802.486,0
27,51,32957,0,43,4980.052,5,8573.924,13827.86,1
66,35,41881,1,5,6411.806,7,14875.32,55220.1,0
64,95,41582,0,49,6482.549,6,9693.653,17164.71,0
44,60,37826,2,18,5253.353,3,19568.77,13383.55,1
35,100,35550,0,34,7723.667,5,42156.07,41812.64,0
48,87,38723,0,59,3022.158,5,9801.363,11529.35,0
26,86,32581,2,39,3293.839,9,29344.89,27645.52,0
44,80,37836,0,92,5790.181,3,40116.11,34195.68,0
37,48,36112,0,95,2541.876,6,23064.55,16475.15,0
50,73,39107,0,44,4203.859,5,33521.64,5348.402,0
42,53,37380,0,63,5775.902,13,20492.84,23559.51,0
36,91,35838,0,46,2379.715,1,24331.51,18801.23,0
39,76,36641,1,10,4730.96,5,25021.01,12579.64,1
42,88,37378,0,85,7960.489,10,12543.57,14007.66,0
39,75,36635,1,50,1912.423,10,23150.36,47737.79,1
68,92,42183,0,2,11183.81,6,27367.38,14745.18,0
30,61,34019,0,50,4950.677,7,18095.49,47802.67,1
41,64,37109,0,2,5103.625,9,30861.14,27020.29,0
33,67,34958,1,25,4071.694,4,42484.74,16885.36,0
48,65,38722,1,49,4273.474,5,24681.43,6886.013,0
41,59,37139,0,22,6516.724,3,26403.78,16206.14,0
55,84,40059,0,42,3273.527,3,31766.45,22475.3,0
60,92,40943,1,93,4392.122,6,22711.34,18704.84,0
53,88,39717,0,0,2490.087,7,13638.88,23831.04,0
50,64,39118,0,57,4088.045,4,27830.59,31427.81,0
31,83,34336,0,99,2667.807,5,25586.61,15628.04,0
40,54,36919,0,50,3406.028,1,5107.128,26116.26,0
39,65,36644,0,77,1401.225,1,6491.489,29929.22,0
50,81,39122,0,65,4311.078,1,11852.67,30375.26,0
44,64,37838,0,64,1732.887,6,10510.64,8519.302,0
48,83,38712,0,18,3379.447,3,30166.52,31932.44,0
51,66,39327,0,50,4921.862,3,7288.167,43391.77,0
45,96,38078,0,23,6228.098,1,58392.47,52754.86,0
31,78,34366,0,66,6606.857,4,16174.75,40007.82,0
33,81,34970,0,98,5223.402,7,20990.73,17547.84,0
47,65,38489,2,1,2711.513,4,8283.784,21527.97,0
44,59,37839,0,73,2952.8,5,23813.59,11099.08,0
50,82,39119,0,92,2017.615,4,23806.95,30075.12,0
49,76,38907,0,28,3095.017,9,34733.25,28685.68,0
44,80,37837,1,48,4982.508,5,18915.21,21245.61,1
57,94,40432,2,49,3825.283,7,13930.19,10536.82,1
35,87,35544,0,49,4954.833,8,35461.98,11142.48,0
40,86,36892,0,77,1487.685,2,22850.78,21267.72,0
40,70,36890,2,6,5160.424,4,34201.43,48951.06,0
34,80,35273,0,59,3169.59,8,30738.2,15625.43,1
27,65,32958,0,6,3580.41,5,39883.03,37347.94,0
35,78,35568,0,70,4606.253,6,15441.33,20402.34,1
25,72,32211,0,24,2973.379,9,5686.892,14131.75,0
53,76,39712,1,32,6934.998,6,12721.4,20995.63,1
36,66,35834,0,52,7204.281,6,22514.58,19162.35,0
35,81,35571,1,92,5811.052,4,11160.19,13865.41,0
22,87,30921,0,39,3953.822,2,18024.15,7321.971,0
34,86,35272,0,50,5596.264,7,27428.6,38207.6,0
63,75,41432,0,100,3328.459,7,40661.94,25146.83,0
30,92,34003,0,49,3871.056,10,63513.1,13403.63,0
67,83,42041,2,96,8376.024,9,18386.12,20118.67,0
59,32,40767,0,93,4539.12,5,23259.12,53194.84,0
45,97,38057,0,66,8327.137,1,22151.61,5953.65,0
58,85,40608,0,87,3399.477,3,12662.72,24211.8,0
28,81,33320,0,2,3405.044,4,16238.51,27950.55,0
51,71,39322,1,39,5710.921,8,18076.01,5027.091,0
28,53,33325,0,50,5604.205,5,20596.89,15437.11,0
35,83,35550,0,95,3549.247,11,17492.07,30839.9,0
61,62,41111,0,26,3968.723,3,8287.19,14005.77,0
46,84,38297,0,22,3013.729,4,14383.51,35574.51,0
36,67,35822,1,56,6222.425,4,22350.54,38757.58,1
48,74,38722,0,12,4738.926,6,19616.98,22487.83,0
50,94,39120,0,35,3861.684,3,28354.56,20166.52,0
58,70,40623,0,81,7881.383,5,14751.55,13059.08,0
31,70,34338,0,40,1361.98,5,13389.07,19826.12,1
39,72,36650,0,4,6472.718,9,23831.05,14872.76,0
49,65,38904,0,50,2590.657,4,15291.3,8817.035,0
58,94,40610,0,9,5993.468,10,11985.18,24110.81,0
57,88,40452,0,46,3326.358,5,33592.76,52911.77,0
68,61,42197,1,63,5016.091,8,25489.63,8464.331,1
60,91,40945,4,26,3762.175,2,26260.97,18184.89,0
51,69,39330,0,4,4546.819,7,58435.74,29196.87,0
30,62,34026,0,32,2980.224,10,20642.95,27409.78,0
42,95,37385,2,96,4805.388,5,41026.89,27580.1,0
31,56,34338,0,69,5316.619,4,32113.06,26198.59,0
35,97,35557,0,50,10964.97,3,46130.44,31621.7,1
54,80,39869,0,24,11732.56,7,17025.87,19245.73,0
28,84,33316,0,97,6567.709,2,37464.05,20550.3,0
33,64,34951,0,12,7023.506,8,20646.01,15938.94,0
29,45,33674,0,100,4074.692,5,34221.37,11712.04,0
